Stake,RoadName,latitude,longitude,X_coor,Y_coor,Maintenanc,Main_Sec,Date,COUNTYNAME,TOWNNAME,VILLAGENAM,Remark1
0K+500,台14丙線,24.092763,120.585607,207869.005,2665358.648,二工處,彰化段,2012/5/25,彰化縣,彰化市,三村里,
1K+000,台14丙線,24.090377,120.589775,208291.984,2665093.16,二工處,彰化段,2012/5/25,彰化縣,彰化市,香山里,
1K+500,台14丙線,24.088004,120.593966,208717.298,2664829.06,二工處,彰化段,2012/5/25,彰化縣,彰化市,香山里,
2K+000,台14丙線,24.085619,120.59815,209142.013,2664563.767,二工處,彰化段,2012/5/25,彰化縣,彰化市,牛埔里,
2K+500,台14丙線,24.083224,120.60234,209567.219,2664297.223,二工處,彰化段,2012/5/25,彰化縣,彰化市,牛埔里,
3K+000,台14丁線,23.991183,120.635438,212906.129,2654094.658,二工處,南投段,2012/5/25,彰化縣,芬園鄉,縣庄村,
3K+500,台14丁線,23.987819,120.637957,213161.545,2653721.42,二工處,南投段,2012/5/25,彰化縣,芬園鄉,圳墘村,
4K+000,台14丁線,23.985296,120.642291,213601.791,2653440.864,二工處,南投段,2012/5/25,彰化縣,芬園鄉,圳墘村,
4K+500,台14丁線,23.981539,120.644292,213804.339,2653024.338,二工處,南投段,2012/5/25,彰化縣,芬園鄉,溪頭村,
5K+000,台14丁線,23.976969,120.645649,213941.147,2652517.801,二工處,南投段,2012/5/25,彰化縣,芬園鄉,溪頭村,
5K+500,台14丁線,23.972767,120.64478,213851.579,2652052.652,二工處,南投段,2012/5/25,彰化縣,芬園鄉,溪頭村,
6K+000,台14丁線,23.968172,120.645388,213912.138,2651543.614,二工處,南投段,2012/5/25,彰化縣,芬園鄉,大竹村,
6K+500,台14丁線,23.963964,120.646315,214005.355,2651077.403,二工處,南投段,2012/5/25,彰化縣,芬園鄉,大竹村,
7K+000,台14丁線,23.959787,120.64861,214237.713,2650614.245,二工處,南投段,2012/5/25,南投縣,南投市,福興里,
7K+500,台14丁線,23.956598,120.651674,214548.74,2650260.29,二工處,南投段,2012/5/25,南投縣,南投市,福興里,
8K+000,台14丁線,23.953076,120.654993,214885.582,2649869.434,二工處,南投段,2012/5/25,南投縣,南投市,福興里,
8K+500,台14丁線,23.950327,120.658045,215195.461,2649564.19,二工處,南投段,2012/5/25,南投縣,南投市,福興里,
9K+000,台14丁線,23.9473,120.662253,215622.978,2649227.92,二工處,南投段,2012/5/25,南投縣,南投市,福興里,
9K+500,台14丁線,23.944393,120.665165,215918.633,2648905.257,二工處,南投段,2012/5/25,南投縣,南投市,福興里,
10K+000,台14丁線,23.940558,120.668472,216254.227,2648479.766,二工處,南投段,2012/5/25,南投縣,南投市,永豐里,
00K+000,台15線,25.1275,121.46067,296452.249,2779979.114,一工處,中和段,2012/5/25,新北市,淡水區,福德里,
00K+500,台15線,25.127045,121.459742,296358.84,2779928.43,一工處,中和段,2012/5/25,新北市,淡水區,福德里,
01K+000,台15線,25.124615,121.455572,295939.25,2779657.84,一工處,中和段,2012/5/25,新北市,八里區,龍源村,
01K+500,台15線,25.12667,121.452368,295615.4,2779884.38,一工處,中和段,2012/5/25,新北市,八里區,龍源村,
02K+000,台15線,25.130988,121.451416,295517.8,2780362.35,一工處,中和段,2012/5/25,新北市,八里區,龍源村,
02K+500,台15線,25.135315,121.450252,295398.83,2780841.24,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
03K+000,台15線,25.139575,121.448702,295240.97,2781312.59,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
03K+500,台15線,25.143765,121.447001,295068.02,2781776.13,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
04K+000,台15線,25.147885,121.445202,294885.03,2782231.89,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
04K+500,台15線,25.151485,121.442301,294591.34,2782629.68,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
05K+000,台15線,25.154485,121.438701,294227.31,2782960.8,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
05K+500,台15線,25.157685,121.435381,293891.46,2783314.17,一工處,中和段,2012/5/25,新北市,八里區,米倉村,
06K+000,台15線,25.158785,121.430721,293421.28,2783434.5,一工處,中和段,2012/5/25,新北市,八里區,大崁村,
06K+500,台15線,25.159545,121.425901,292935.1,2783517.14,一工處,中和段,2012/5/25,新北市,八里區,大崁村,
07K+000,台15線,25.157875,121.421321,292473.96,2783330.71,一工處,中和段,2012/5/25,新北市,八里區,大崁村,
07K+500,台15線,25.155775,121.416921,292031.11,2783096.72,一工處,中和段,2012/5/25,新北市,八里區,大崁村,
08K+000,台15線,25.153675,121.412541,291590.25,2782862.75,一工處,中和段,2012/5/25,新北市,八里區,大崁村,
08K+500,台15線,25.151615,121.408171,291150.38,2782633.23,一工處,中和段,2012/5/25,新北市,八里區,大崁村,
09K+000,台15線,25.148795,121.404301,290761.15,2782319.69,一工處,中和段,2012/5/25,新北市,八里區,埤頭村,
09K+500,台15線,25.145915,121.400481,290376.96,2781999.54,一工處,中和段,2012/5/25,新北市,八里區,埤頭村,
10K+000,台15線,25.144895,121.396501,289976.02,2781885.37,一工處,中和段,2012/5/25,新北市,八里區,訊塘村,
10K+500,台15線,25.143285,121.392451,289568.21,2781705.84,一工處,中和段,2012/5/25,新北市,八里區,訊塘村,
11K+000,台15線,25.142455,121.387911,289110.73,2781612.58,一工處,中和段,2012/5/25,新北市,八里區,下罟村,
11K+500,台15線,25.140895,121.383291,288645.41,2781438.46,一工處,中和段,2012/5/25,新北市,八里區,下罟村,
12K+000,台15線,25.139195,121.378761,288189.19,2781248.86,一工處,中和段,2012/5/25,新北市,八里區,下罟村,
12K+500,台15線,25.1382,121.3739,287699.311,2781137.243,一工處,中和段,2012/5/25,新北市,八里區,下罟村,
13K+000,台15線,25.1363,121.3695,287256.24,2780925.57,一工處,中和段,2012/5/25,新北市,八里區,下罟村,
13K+500,台15線,25.135,121.3648,286782.73,2780780.28,一工處,中和段,2012/5/25,新北市,林口區,太平村,
14K+000,台15線,25.1333,121.3602,286319.41,2780590.73,一工處,中和段,2012/5/25,新北市,林口區,太平村,
14K+500,台15線,25.13141,121.3557,285866.22,2780380.18,一工處,中和段,2012/5/25,新北市,林口區,太平村,
15K+000,台15線,25.12958,121.35118,285410.98,2780176.29,一工處,中和段,2012/5/25,新北市,林口區,太平村,
15K+500,台15線,25.1278,121.3467,284959.748,2779977.96,一工處,中和段,2012/5/25,新北市,林口區,太平村,
16K+000,台15線,25.12587,121.342155,284501.988,2779763.013,一工處,中和段,2012/5/25,新北市,林口區,嘉寶村,
16K+500,台15線,25.12417,121.33757,284040.12,2779573.55,一工處,中和段,2012/5/25,新北市,林口區,嘉寶村,
17K+000,台15線,25.12246,121.332995,283579.243,2779382.994,一工處,中和段,2012/5/25,新北市,林口區,嘉寶村,
17K+500,台15線,25.1216,121.32813,283088.884,2779286.535,一工處,中和段,2012/5/25,新北市,林口區,嘉寶村,
18K+000,台15線,25.1212,121.3232,282591.84,2779241.03,一工處,中和段,2012/5/25,新北市,林口區,嘉寶村,
18K+500,台15線,25.12118,121.31823,282090.664,2779237.623,一工處,中和段,2012/5/25,新北市,林口區,嘉寶村,
19K+000,台15線,25.1216,121.31333,281596.43,2779282.99,一工處,中和段,2012/5/25,新北市,林口區,下福村,
19K+500,台15線,25.12161,121.3084,281099.28,2779282.95,一工處,中和段,2012/5/25,新北市,林口區,下福村,
20K+000,台15線,25.12254,121.3037,280625.09,2779384.89,一工處,中和段,2012/5/25,新北市,林口區,下福村,
20K+500,台15線,25.1228,121.299,280151.08,2779412.63,一工處,中和段,2012/5/25,新北市,林口區,下福村,
21K+000,台15線,25.1199,121.2953,279778.67,2779090.59,一工處,中和段,2012/5/25,新北市,林口區,下福村,
21K+500,台15線,25.11761,121.2911,279355.68,2778836.02,一工處,中和段,2012/5/25,新北市,林口區,下福村,
22K+000,台15線,25.11665,121.28632,278873.87,2778728.653,一工處,中和段,2012/5/25,新北市,林口區,下福村,
22K+500,台15線,25.1168,121.2813,278367.592,2778744.203,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,坑口村,
23K+000,台15線,25.1163,121.27638,277871.55,2778687.8,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,坑口村,
23K+500,台15線,25.1163,121.27143,277372.362,2778686.783,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,海湖村,
24K+000,台15線,25.11757,121.2667,276895.09,2778826.5,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,海湖村,
24K+500,台15線,25.11637,121.262,276421.37,2778692.66,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,海湖村,
25K+000,台15線,25.11387,121.25789,276007.429,2778414.949,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,海湖村,
25K+500,台15線,25.1115,121.2537,275585.37,2778151.64,一工處,中壢段,2012/5/25,桃園縣,蘆竹鄉,海湖村,
26K+000,台15線,25.10926,121.2494,275152.18,2777902.72,一工處,中壢段,2012/5/25,桃園縣,大園鄉,海口村,
26K+500,台15線,25.10711,121.24518,274727.02,2777663.8,一工處,中壢段,2012/5/25,桃園縣,大園鄉,海口村,
27K+000,台15線,25.10682,121.24077,274282.31,2777630.87,一工處,中壢段,2012/5/25,桃園縣,大園鄉,海口村,
27K+500,台15線,25.10331,121.23768,273971.36,2777241.54,一工處,中壢段,2012/5/25,桃園縣,大園鄉,竹圍村,
28K+000,台15線,25.09965,121.23487,273688.66,2776835.65,一工處,中壢段,2012/5/25,桃園縣,大園鄉,竹圍村,
28K+500,台15線,25.0954,121.23365,273566.43,2776364.69,一工處,中壢段,2012/5/25,桃園縣,大園鄉,竹圍村,
29K+000,台15線,25.09176,121.23101,273300.84,2775961.05,一工處,中壢段,2012/5/25,桃園縣,大園鄉,後厝村,
29K+500,台15線,25.08872,121.22736,272933.25,2775623.7,一工處,中壢段,2012/5/25,桃園縣,大園鄉,後厝村,
30K+000,台15線,25.08601,121.22341,272535.32,2775322.87,一工處,中壢段,2012/5/25,桃園縣,大園鄉,後厝村,
30K+500,台15線,25.08334,121.21943,272134.33,2775026.47,一工處,中壢段,2012/5/25,桃園縣,大園鄉,後厝村,
31K+000,台15線,25.08067,121.21544,271732.33,2774730.09,一工處,中壢段,2012/5/25,桃園縣,大園鄉,後厝村,
31K+500,台15線,25.07975,121.21067,271251.31,2774627.43,一工處,中壢段,2012/5/25,桃園縣,大園鄉,後厝村,
32K+000,台15線,25.07751,121.20646,270827.01,2774378.66,一工處,中壢段,2012/5/25,桃園縣,大園鄉,圳頭村,
32K+500,台15線,25.07487,121.202444,270422.323,2774085.633,一工處,中壢段,2012/5/25,桃園縣,大園鄉,圳頭村,
33K+000,台15線,25.0722,121.19845,270019.85,2773789.3,一工處,中壢段,2012/5/25,桃園縣,大園鄉,內海村,
33K+500,台15線,25.06918,121.19481,269653.12,2773454.26,一工處,中壢段,2012/5/25,桃園縣,大園鄉,大園村,
34K+000,台15線,25.06796,121.19004,269172.09,2773318.44,一工處,中壢段,2012/5/25,桃園縣,大園鄉,田心村,
34K+500,台15線,25.06628,121.18545,268709.29,2773131.72,一工處,中壢段,2012/5/25,桃園縣,大園鄉,田心村,
35K+000,台15線,25.06434,121.18098,268258.62,2772916.23,一工處,中壢段,2012/5/25,桃園縣,大園鄉,北港村,
35K+500,台15線,25.06244,121.17649,267805.9,2772705.18,一工處,中壢段,2012/5/25,桃園縣,大園鄉,南港村,
36K+000,台15線,25.06055,121.17199,267352.17,2772495.25,一工處,中壢段,2012/5/25,桃園縣,大園鄉,南港村,
36K+500,台15線,25.05864,121.167497,266899.129,2772283.124,一工處,中壢段,2012/5/25,桃園縣,大園鄉,南港村,
37K+000,台15線,25.05676,121.16299,266444.66,2772074.33,一工處,中壢段,2012/5/25,桃園縣,大園鄉,南港村,
37K+500,台15線,25.05486,121.15849,265990.88,2771863.35,一工處,中壢段,2012/5/25,桃園縣,大園鄉,南港村,
38K+000,台15線,25.05295,121.15401,265539.11,2771651.27,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,塔腳村,
38K+500,台15線,25.05112,121.14947,265081.26,2771448.06,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,保障村,
39K+000,台15線,25.04923,121.145,264630.47,2771238.22,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,保障村,
39K+500,台15線,25.0462,121.14134,264261.53,2770902.22,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,草漯村,
40K+000,台15線,25.0433,121.13757,263881.45,2770580.62,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,草漯村,
40K+500,台15線,25.04083,121.13343,263463.98,2770306.62,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,草漯村,
41K+000,台15線,25.03835,121.12929,263046.49,2770031.52,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,樹林村,
41K+500,台15線,25.03693,121.12471,262584.47,2769873.8,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,富林村,
42K+000,台15線,25.03645,121.11979,262088.04,2769820.19,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,富林村,
42K+500,台15線,25.03596,121.11486,261590.6,2769765.48,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,富林村,
43K+000,台15線,25.03547,121.10992,261092.14,2769710.8,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,廣興村,
43K+500,台15線,25.03494,121.10501,260596.71,2769651.7,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,廣興村,
44K+000,台15線,25.03443,121.10009,260100.27,2769594.83,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,坑尾村,
44K+500,台15線,25.03381,121.09519,259605.85,2769525.81,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,坑尾村,
45K+000,台15線,25.0301,121.09306,259391.19,2769114.73,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,坑尾村,
45K+500,台15線,25.02709,121.08938,259020.04,2768781.08,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,坑尾村,
46K+000,台15線,25.02418,121.08562,258640.79,2768458.52,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,三和村,
46K+500,台15線,25.02442,121.08141,258215.9,2768484.84,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,武威村,
47K+000,台15線,25.028,121.07849,257920.99,2768881.2,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,武威村,
47K+500,台15線,25.03155,121.075455,257614.483,2769274.228,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,武威村,
48K+000,台15線,25.03133,121.07101,257165.932,2769249.617,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,大潭村,
48K+500,台15線,25.02858,121.06709,256770.5,2768944.82,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,大潭村,
49K+000,台15線,25.02584,121.06318,256376.06,2768641.14,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,大潭村,
49K+500,台15線,25.02302,121.05938,255992.7,2768328.62,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,大潭村,
50K+000,台15線,25.01986,121.05587,255638.61,2767978.46,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,保生村,
50K+500,台15線,25.01695,121.05211,255259.26,2767655.99,一工處,中壢段,2012/5/25,桃園縣,觀音鄉,保生村,
51K+000,台15線,25.01302,121.04989,255035.37,2767220.61,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,下埔村,
51K+500,台15線,25.00961,121.0467,254713.53,2766842.8,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,下埔村,
52K+000,台15線,25.00664,121.04305,254345.23,2766513.71,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,永興村,
52K+500,台15線,25.00339,121.03968,254005.19,2766153.63,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,永興村,
53K+000,台15線,25.00002,121.03648,253682.29,2765780.27,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,永興村,
53K+500,台15線,24.99589,121.03492,253524.94,2765322.79,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,下埔村,
54K+000,台15線,24.99166,121.03349,253380.709,2764854.228,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,永安村,
54K+500,台15線,24.98847,121.03007,253035.55,2764500.82,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,永安村,
55K+000,台15線,24.98512,121.02735,252761.04,2764129.71,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,永安村,
55K+500,台15線,24.98065,121.02689,252714.7,2763634.59,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,笨港村,
56K+000,台15線,24.97617,121.02701,252726.91,2763138.39,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,笨港村,
56K+500,台15線,24.9721,121.02556,252580.61,2762687.56,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,笨港村,
57K+000,台15線,24.96955,121.02151,252171.75,2762405.05,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,笨港村,
57K+500,台15線,24.967,121.01749,251765.91,2762122.55,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,笨港村,
58K+000,台15線,24.96332,121.01473,251487.29,2761714.91,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,深圳村,
58K+500,台15線,24.95897,121.01362,251375.26,2761233.09,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,深圳村,
59K+000,台15線,24.95476,121.01195,251206.67,2760766.77,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,深圳村,
59K+500,台15線,24.95074,121.00994,251003.74,2760321.49,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,後庄村,
60K+000,台15線,24.94696,121.00731,250738.19,2759902.8,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,蚵間村,
60K+500,台15線,24.94374,121.00389,250392.84,2759546.13,一工處,中壢段,2012/5/25,桃園縣,新屋鄉,蚵間村,
61K+000,台15線,24.93634,121.00196,250197.94,2758726.5,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,後湖村,
61K+500,台15線,24.93335,120.99862,249860.63,2758395.32,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,後湖村,
62K+000,台15線,24.93048,120.99495,249489.97,2758077.45,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,埔和村,
62K+500,台15線,24.92708,120.99177,249168.77,2757700.88,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,埔和村,
63K+000,台15線,24.9233,120.98911,248900.08,2757282.22,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,埔和村,
63K+500,台15線,24.91993,120.98601,248586.936,2756908.986,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,埔和村,
64K+000,台15線,24.91631,120.98305,248287.91,2756508.067,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,新豐村,
64K+500,台15線,24.9128,120.97995,247974.727,2756119.34,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,新豐村,
65K+000,台15線,24.90877,120.97772,247749.4,2755673.01,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,新豐村,
65K+500,台15線,24.90519,120.97473,247447.29,2755276.54,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
66K+000,台15線,24.90167,120.971629,247133.956,2754886.726,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
66K+500,台15線,24.89835,120.96828,246795.55,2754519.08,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
67K+000,台15線,24.89545,120.96454,246417.64,2754197.96,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
67K+500,台15線,24.89243,120.96085,246044.77,2753863.57,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
68K+000,台15線,24.88874,120.9581,245766.81,2753454.95,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
68K+500,台15線,24.88451,120.95643,245597.94,2752986.49,一工處,新竹段,2012/5/25,新竹縣,新豐鄉,鳳坑村,
69K+000,台15線,24.88015,120.95526,245479.57,2752503.61,一工處,新竹段,2012/5/25,新竹縣,竹北市,尚義里,
69K+500,台15線,24.87574,120.95418,245370.29,2752015.19,一工處,新竹段,2012/5/25,新竹縣,竹北市,尚義里,
70K+000,台15線,24.8713,120.95366,245317.58,2751523.44,一工處,新竹段,2012/5/25,新竹縣,竹北市,崇義里,
70K+500,台15線,24.86682,120.95316,245266.89,2751027.25,一工處,新竹段,2012/5/25,新竹縣,竹北市,崇義里,
71K+000,台15線,24.86251,120.95184,245133.33,2750549.92,一工處,新竹段,2012/5/25,新竹縣,竹北市,崇義里,
71K+500,台15線,24.85859,120.94941,244887.62,2750115.83,一工處,新竹段,2012/5/25,新竹縣,竹北市,新港里,
72K+000,台15線,24.85529,120.94609,244551.97,2749750.46,一工處,新竹段,2012/5/25,新竹縣,竹北市,新港里,
72K+500,台15線,24.85198,120.94274,244213.27,2749383.98,一工處,新竹段,2012/5/25,新竹縣,竹北市,新港里,
73K+000,台15線,24.84848,120.93966,243901.83,2748996.45,一工處,新竹段,2012/5/25,新竹市,北區,舊港里,
73K+500,台15線,24.84502,120.93651,243583.303,2748613.371,一工處,新竹段,2012/5/25,新竹市,北區,舊港里,
74K+000,台15線,24.84164,120.93322,243250.61,2748239.16,一工處,新竹段,2012/5/25,新竹市,北區,海濱里,
74K+500,台15線,24.83806,120.93022,242947.2,2747842.8,一工處,新竹段,2012/5/25,新竹市,北區,海濱里,
75K+000,台15線,24.83399,120.9282,242742.8,2747392.11,一工處,新竹段,2012/5/25,新竹市,北區,海濱里,
75K+500,台15線,24.82986,120.92662,242582.85,2746934.76,一工處,新竹段,2012/5/25,新竹市,北區,港北里,
76K+000,台15線,24.82553,120.92733,242654.36,2746455.13,一工處,新竹段,2012/5/25,新竹市,北區,港北里,
76K+500,台15線,24.82107,120.92692,242612.66,2745961.17,一工處,新竹段,2012/5/25,新竹市,香山區,港南里,
77K+000,台15線,24.81778,120.92373,242289.99,2745596.95,一工處,新竹段,2012/5/25,新竹市,香山區,港南里,
77K+500,台15線,24.81347,120.92233,242148.19,2745119.66,一工處,新竹段,2012/5/25,新竹市,香山區,港南里,
78K+000,台15線,24.80973,120.91967,241879.05,2744705.57,一工處,新竹段,2012/5/25,新竹市,香山區,港南里,
00K+000,台15甲線,25.1067,121.2408,274285.36,2777617.59,一工處,中壢段,2012/6/14,桃園縣,大園鄉,海口村,
00K+500,台15甲線,25.1072,121.2359,273791.09,2777672.1,一工處,中壢段,2012/6/14,桃園縣,大園鄉,沙崙村,
01K+000,台15甲線,25.1077,121.231,273296.81,2777726.62,一工處,中壢段,2012/6/14,桃園縣,大園鄉,沙崙村,
01K+500,台15甲線,25.1079,121.2261,272802.6,2777747.94,一工處,中壢段,2012/6/14,桃園縣,大園鄉,沙崙村,
0K+000,台16線,23.832165,120.710047,220461.535,2636466.257,二工處,南投段,2012/6/21,南投縣,名間鄉,濁水村,
0K+500,台16線,23.830786,120.714704,220935.617,2636312.658,二工處,南投段,2012/6/21,南投縣,名間鄉,濁水村,
1K+000,台16線,23.833456,120.718093,221281.434,2636607.605,二工處,南投段,2012/6/21,南投縣,名間鄉,濁水村,
1K+500,台16線,23.835013,120.722478,221728.46,2636779.143,二工處,南投段,2012/6/21,南投縣,名間鄉,濁水村,
2K+000,台16線,23.835764,120.727316,222221.545,2636861.41,二工處,南投段,2012/6/21,南投縣,名間鄉,濁水村,
2K+500,台16線,23.834519,120.731971,222695.517,2636722.616,二工處,南投段,2012/6/21,南投縣,集集鎮,隘寮里,
3K+000,台16線,23.832854,120.736536,223160.163,2636537.312,二工處,南投段,2012/6/21,南投縣,集集鎮,隘寮里,
3K+500,台16線,23.832508,120.741288,223644.164,2636498.098,二工處,南投段,2012/6/21,南投縣,集集鎮,隘寮里,
4K+000,台16線,23.832399,120.746001,224124.263,2636485.146,二工處,南投段,2012/6/21,南投縣,集集鎮,隘寮里,
4K+500,台16線,23.829795,120.750016,224532.792,2636196.062,二工處,南投段,2012/6/21,南投縣,集集鎮,田寮里,
5K+000,台16線,23.827211,120.754042,224942.44,2635909.251,二工處,南投段,2012/6/21,南投縣,集集鎮,田寮里,
5K+500,台16線,23.824616,120.758061,225351.447,2635621.101,二工處,南投段,2012/6/21,南投縣,集集鎮,田寮里,
6K+000,台16線,23.822671,120.762474,225800.682,2635404.989,二工處,南投段,2012/6/21,南投縣,集集鎮,林尾里,
6K+500,台16線,23.822342,120.767369,226299.31,2635367.645,二工處,南投段,2012/6/21,南投縣,集集鎮,林尾里,
7K+000,台16線,23.822137,120.772272,226798.821,2635344.139,二工處,信義段,2012/6/21,南投縣,集集鎮,林尾里,
7K+500,台16線,23.822103,120.777181,227298.977,2635339.635,二工處,信義段,2012/6/21,南投縣,集集鎮,林尾里,
8K+000,台16線,23.822063,120.782086,227798.686,2635334.438,二工處,信義段,2012/6/21,南投縣,集集鎮,和平里,
8K+500,台16線,23.82193,120.78699,228298.256,2635318.959,二工處,信義段,2012/6/21,南投縣,集集鎮,吳厝里,
9K+000,台16線,23.821678,120.791889,228797.38,2635290.24,二工處,信義段,2012/6/21,南投縣,集集鎮,吳厝里,
9K+500,台16線,23.821173,120.796768,229294.333,2635233.584,二工處,信義段,2012/6/21,南投縣,集集鎮,八張里,
10K+000,台16線,23.82091,120.80166,229792.757,2635203.84,二工處,信義段,2012/6/21,南投縣,集集鎮,永昌里,
10K+500,台16線,23.820872,120.806569,230292.842,2635198.87,二工處,信義段,2012/6/21,南投縣,集集鎮,廣明里,
11K+000,台16線,23.821268,120.811448,230790.001,2635242.041,二工處,信義段,2012/6/21,南投縣,集集鎮,廣明里,
11K+500,台16線,23.821467,120.816299,231284.289,2635263.468,二工處,信義段,2012/6/21,南投縣,集集鎮,富山里,
12K+000,台16線,23.822728,120.82101,231764.342,2635402.541,二工處,信義段,2012/6/21,南投縣,集集鎮,富山里,
12K+500,台16線,23.824019,120.825712,232243.575,2635544.887,二工處,信義段,2012/6/21,南投縣,集集鎮,富山里,
13K+000,台16線,23.823832,120.830518,232733.195,2635523.556,二工處,信義段,2012/6/21,南投縣,水里鄉,城中村,
13K+500,台16線,23.822762,120.835233,233213.489,2635404.503,二工處,信義段,2012/6/21,南投縣,水里鄉,城中村,
14K+000,台16線,23.821363,120.839803,233678.84,2635249.054,二工處,信義段,2012/6/21,南投縣,水里鄉,城中村,
14K+500,台16線,23.818643,120.843623,234067.763,2634947.398,二工處,信義段,2012/6/21,南投縣,水里鄉,城中村,
15K+000,台16線,23.815767,120.847358,234447.935,2634628.523,二工處,信義段,2012/6/21,南投縣,水里鄉,中央村,
15K+500,台16線,23.813021,120.850477,234765.422,2634324.002,二工處,信義段,2012/6/21,南投縣,水里鄉,北埔村,
16K+000,台16線,23.808606,120.851295,234848.224,2633835.026,二工處,信義段,2012/6/21,南投縣,水里鄉,南光村,
16K+500,台16線,23.807256,120.855354,235261.689,2633685.026,二工處,信義段,2012/6/21,南投縣,水里鄉,南光村,
17K+000,台16線,23.807758,120.86013,235748.376,2633740.13,二工處,信義段,2012/6/21,南投縣,水里鄉,鉅工村,
17K+500,台16線,23.803443,120.861253,235862.273,2633262.171,二工處,信義段,2012/6/21,南投縣,水里鄉,頂崁村,
18K+000,台16線,23.800025,120.863666,236107.816,2632883.389,二工處,信義段,2012/6/21,南投縣,水里鄉,頂崁村,
18K+500,台16線,23.79652,120.866376,236383.569,2632495.058,二工處,信義段,2012/6/21,南投縣,水里鄉,頂崁村,
19K+000,台16線,23.793911,120.86993,236745.462,2632205.788,二工處,信義段,2012/6/21,南投縣,水里鄉,頂崁村,
19K+500,台16線,23.790897,120.873181,237076.474,2631871.685,二工處,信義段,2012/6/21,南投縣,水里鄉,頂崁村,
